PARTICIPANT|SENTNUM|SENTENCE|CODE|COMPILED
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|11|A fun fact is did you know a coral reef animal is about 2 millimeters long.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|1|It rates at very different times because coral is a type of thing underwater.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|2|It?s called algae a type of plant under water.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|3|First when it grows it?s healthy and then once it gets older it get old and then bleaches off.|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|4|If that happens fishes and other animals who eat that will not have it anymore if it dies.|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|5|Human?s like us can?t really do anything about it.|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|6|Sure can the creatures underwater, coral bleaching rates at vary different times because it maters or when the plant is growen and also how healthy it is.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|7|For that it rates at different times.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|8|Coral bleaching can happen at anytime and plants and fishes can have problems for food and shelter.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|9|Coral Bleaching is also has connection with the wind and what direction the wind goes too.|50; v1|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|10|Like for an example if the coral bleaching goes to the east and then west there?s always a difference.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|11|Mostly coral bleaching is found in oceans like Pacific Ocean that takes up 1/3 of land so there more coral bleaching but a lot know ones grow.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03412_F|12|Another one is Atlantic Ocean and probably there more Oceans like this.|nd|NA

EBA1_PRE_CB_Sjoholm_7_3_Essay_03418_F|1|There are many ways why and how coral bleaching rates vary at different times.|50|1 - 50; 3 - 50
EBA1_PRE_CB_Sjoholm_7_3_Essay_03418_F|2|First, one reason why coral bleaching rates vary at different times is because according to the graphs, in the year 1998, the number of countries reporting coral bleaching was very severe.|50|1 - 50; 3 - 50
EBA1_PRE_CB_Sjoholm_7_3_Essay_03418_F|3|The number was around 74.|bck|1 - 50; 3 - 50
EBA1_PRE_CB_Sjoholm_7_3_Essay_03418_F|4|According to the graph above it, that graph show water temp. vs. trade winds.|bck|1 - 50; 3 - 50
EBA1_PRE_CB_Sjoholm_7_3_Essay_03418_F|5|In that graph that show water temp. vs. trade winds, it show that in the year 1998, there were weaker trade winds and higher water temperature.|1; 3|1 - 50; 3 - 50
EBA1_PRE_CB_Sjoholm_7_3_Essay_03418_F|6|This is one of the many reasons why and how coral bleaching rates vary at different times.|1 - 50; 3 - 50|1 - 50; 3 - 50
EBA1_PRE_CB_Sjoholm_7_3_Essay_03426_F|1|Wen merine bologist have found many tips of corals wirming in oceans.|nd|NA
EBA1_PRE_CB_Sjoholm_7_3_Essay_03426_F|2|Most coral?s eat sugars made by algee that lives in coral polyps algee creates sugar from sunlight by processes of photosynthesis is carbon dioxide and water make sugar and rease oxygen.|bck|NA
EBA1_PRE_CB_Sjoholm_7_3_Essay_03426_F|3|And coral bleaching are a serious problem with serious  impack on the worlds coral reefs.|50|NA
EBA1_PRE_CB_Sjoholm_7_3_Essay_03426_F|4|do you know that coral reefs live in colanise that are made up of many ployps.|bck|NA
EBA1_PRE_CB_Sjoholm_7_3_Essay_03428_F|1|Coral bleaching is when the coral under the ocean turns white that?s called coral bleacing the process has to have both carbon dioxide and water to make sugars and release oxigon.|50|NA
EBA1_PRE_CB_Sjoholm_7_3_Essay_03428_F|2|Coral bleaching happens most often in the Pacific Ocean and containg doble the amount of water than the Atlantic Ocean.|50|NA
EBA1_PRE_CB_Sjoholm_7_3_Essay_03428_F|3|Coral bleaching reasearchers studie climate change and, coral|50|NA
EBA1_PRE_CB_Sjoholm_7_3_essay_03429_F|1|They vary at different times in rates because of different water temparatures.|V3|NA
EBA1_PRE_CB_Sjoholm_7_3_essay_03429_F|2|Like, because they survive on algae and algae survive on sunlight.|bck|NA
EBA1_PRE_CB_Sjoholm_7_3_essay_03429_F|3| So, if there is no sunlight the algae won?t survive if they don?t get sunlight the algae are going to die.|7|NA
EBA1_PRE_CB_Sjoholm_7_3_essay_03429_F|4|So, the corals won?t have enough the coral bleaching.|50|NA
EBA1_PRE_CB_Sjoholm_7_3_essay_03429_F|5|So, the rates will vary at different times.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03377_F|1|Coral bleaching varies because due to tempeture.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03377_F|2|Around the west side the water is really cold and around the equatorial and north it?s hot.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03377_F|3|Sometimes it shifts direction so that causes coral bleaching due to the tempeture in water, The drastic happened in 1998.|v3-50|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03377_F|4| It was terriable.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03377_F|5|Also coral belching is linked to marine life.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03377_F|6|Corals are living things.|bck|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03378_F|1|Coral bleaching is important to me b/c it shows how much I understand it, if rates to vary at different time, when I used to think coral bleaching level to involve the ocean.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03378_F|2|does coral bleaching kill animals at any times?|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03378_F|3|does it still have to involve the ocean at any common sense were does it involve it.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03378_F|4|This reminds me of bleaching the sea sort of to me.|v50|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03380_F|1|every year the rates of Coral Bleaching rising every year lowers than gets higher.|50|7 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03380_F|2|but they become really severe every year.|nd|7 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03380_F|3|They rise and the corals color turn white because they need algae and  zooxanthalle to live with out it they would lose color and die.|7-50|7 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03380_F|4|Coral bleaching rates vary at different times, because|50|7 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03382_F|1|Coral bleaching rates vary at different times because ?corals need water temperatores between 70-85°F.?|50|3 - 4 - 5 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03382_F|2|?This partly because photosynthesis is sensitive to changes in water temperature.|v3|3 - 4 - 5 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03382_F|3|As water temperature increases, the solubility of carbon dioxide (CO2) in water decreases.|3 - 4|3 - 4 - 5 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03382_F|4|The decrease in carbon dioxide (CO2) disrupts photosynthesis.?|4 - 5|3 - 4 - 5 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03382_F|5|Of that it ruins the balance that corals make the coral turn white which is called coral bleaching.|5 - 50|3 - 4 - 5 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|1|?Coral bleaching happens because the polyps go on the coral and they have different colors.|50|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|2|then the bleach this plain white color gos on it and makes it white so if the coral is red they that bleach comes and then the coral is white that is bad.|bck|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|3|Because the fish can die of bleach and the polyps die too.|bck|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|4|The salinity helps the coral because that what they need to survive.|v13|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|5|So if the coral is stressed by the environment it may not produce the food from algae and that?s how they are bleached.|6 - 50|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|6|The worst coral bleaching was in 1998.|bck|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|7|The coral bleaching I think it efects the fish too because they don?t want to live in white coral they can die maybe.|bck|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|8|The coral dies die the algae dies and ejection can happen.|v7|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_Essay_03383_F|9|That is what might be coral bleaching and different rates vary at different times.||6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|1|Coral bleaching rates vary at different times because of the environment.|50|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|2|If a coral is living in an area where there temperature is hotter or colder than 70° to 85°F then there is a chance that the coral can die causing the color of the coral to turn to white.|v3; 50|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|3|Also if people who are living in a place near the ocean where corals live that can be the problem.|nd|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|4|Some people through garbages and many other things in the sea and that can really kill a coral because they aren?t healthy.|nd|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|5|Environmental stressors can affect the relationship between the corals and their algae.|v7|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|6|The sentence is saying that if the coral feels a lot of pressure it can lead to coral bleaching so if the coral is in an are where there aren?t a lot of pressure then it|6-50|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03385_F|7| In the text it says, ?A lot of stress on corals from the environment may force the corals to eject their food-producing algae.?|6-7|6 - 50
EBA1_PRE_CB_Sjoholm_7_4_essay_03388_F|1|Coral bleaching rates vary at different times because I think that every time they bleach means, that they need more food.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03388_F|2| Or maybe they bleach cause there getting sick.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03391_F|1|?The rate is different because maybe there was only a little coral in the 1980?s, that?s why there wasn?t a lot coral bleaching.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03391_F|2|Then in the 1990?s there were more corals, so the coral bleaching was severe.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03391_F|3|Finally in 2000 the coral bleaching went down again.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03391_F|4|The information I wrote down was from the graph page of the document.|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03394_F|1|? I think coral bleaching rates vary some different times because of the shifting winds move around the algea in the ocean making it hit certain areas in the ocean that have a lot of coral.|v1-50|NA
EBA1_PRE_CB_Sjoholm_7_4_essay_03394_F|2|But,|nd|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|1|Coral bleaching rates at different times because of how healthy its supposed to be.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|2|It really depends on what the coral is doing, eating, and things like that.|bck|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|3|It said on the text that events leading to coral bleaching, are serious problem with a serious impact on the world?s coral reefs.|bck|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|4|I agree with that, that?s maybe a way coral bleaching, rates vary at different times.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|5|Wind, ocean currents, and temperatures, can also be the problem.|v1, v3|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|6|Movement of warm water eastward, causes major shifts, in the world?s climate.|2|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|7|Due to that coral can have an effect on it.|bck|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|8|Looking at a graph, of coral bleaching, most of the time it was severe.|50|NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|9|In 1998, there were 72 countries, that had coral bleaching.||NA
EBA1_PRE_CB_Sjoholm_7_4_Essay_03396_F|10|I think this happen because of the weather in the countries.|nd|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|1|Coral bleaching rates can happen at any time.|50|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|2|Sometimes the coral may start to bleach due to the winds and which direction they?re moving to.|V1-50|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|3|When the deeper, colder waters rise to the surface, that?s called upwelling.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|4|The winds may cause some change to the coral just by blowing east or west.|v1-v50|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|5|This works and actually does some changes because the text states ?When surface waters shift eastward, ocean water temperatures increase by 3°F to 5°F.?|2-3|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|6|The wind is not the only thing that may change the coral, the temperature is an impact as well.|v3|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|7|In the east as temperatures increase, the water swells.|3|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|8|This usually happens most of the time along equatorial regions.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|9| A lot of people mistake coral for a type of rock or plant.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|10|Coral is actually made up of a bunch of tiny animals called polyps.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03444_F|11|Coral reefs are only found in clear, shallow, tropical waters.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|1|Coral bleaching rates vary at different times.|50|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|2|The rate vary due to changes in wind, ocean currents, and temperatures.|V1 - 50|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|3|?This variations can be more drasticaly different than normal.|nd|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|4|As stated in the document, ?This was the case in one event that occurred in 1998.?|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|5|?The wind drag were surface waters westwards?.. this causes waters in the west to increase in temperature.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|6|?Meanwhile, the deeper, colder waters in the eastern Pacific rise to the surface, ?this causes the waters in the east to be colder.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|7|The coral reefs live in water temperatures 70-85°F in order to balance the process of photosynthesis for zooxanthellae who provide the corals with 50 % to 95% of their energy.|bck|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|8|The change of wind vary through out the years.|v1|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|9|When the trade winds are altered, the temperature of the waters in East will increase in the waters in the west will decrease.|V1-3|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|10| This change of water temperature affects the corals, because the corals cannot move, they will have to face the increase of water temperature.|3|NA
EBA1_PRE_CB_Stites_11_2_essay_03451_F|11| Increase in water temperature ?disrupts the balance of the photo|3|NA
EBA1_PRE_CB_Stites_11_2_essay_03487_F|1|Coral bleaching is really ??? for coral because it can kill them.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|2|Coral bleaching turns the coral white and its natural color is pink.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|3|Coral benefits from zooxanthelle because it gives the coral food.|bck|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|4|Coral bleaching vary?s in different times because when theirs no food or sunlight to coral start to become bleached coral.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|5|The coral needs the exact temperature to start doing the process of photosynthesis.|V5|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|6| If the water temperature changes either to high or to low the coral want to be able to be doing the process of photosynthesis.|3 - v5|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|7|The coral needs to also get sunlight for this process.|bck|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|8|Coral bleaching can occur if the water temperature are to high or low so it can depend on theirs.|3 - 50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|9|Once the coral is bleached it can get a disease and die.|bck|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|10|Coral bleaching rates in different times because different events can happen.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|11|What also causes coral bleaching is salinity.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|12|The coral doesn?t need that much salt in water.|nd|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|13|The natural disasters can make the water move so if theirs a body of water with alot of salt it can affect the coral health.|nd|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|14|Theirs no way to stop coral bleaching so that?s when it depends because coral bleaching ?? occurr anytime its missing a source or it?s a  ???  a bad source to its health.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|15|The coral in 1998 alot of  it died because of coral bleaching.|50|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|16|The most deaths of coral is because as you can see in the graph not all the years your going to get the same number of deaths.|nd|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|17|The ??? changes in years because the bleached coral varied different times.|nd|3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|18| Coral bleaching can occur any moment its missing something.||3 - 50
EBA1_PRE_CB_Stites_11_2_essay_03487_F|19|It varies different times because the coral.|nd|3 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|1|Marine biologist have discovered many different types of living corals in the ocean.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|2|These invertebrate animals live together in colonies and lead to stay in one place.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|3|The different types of algae living within the coral polyps give the coral their varying colors.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|4|Some coral have been ?bleached? a plain white.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|5|Coral bleaching is a phenomenon in which coral loses its color.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|6|Coral bleaching is most noticeable in the Pacific Ocean.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|7|Pacific waters along the coastal regions have changes in wind, ocean currents, and temperatures, and these variations are linked to marine life.|v1; v3|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|8|Corals live in colonies of many polyps, Polyps use limestone from sea water to build a hard skeleton which helps protect the delicate body of the polyp.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|9|Corals are also sensitive to ocean salinity.|v13|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|10|Salinity can change in shallow coastal regions during storms drop fresh water into the ocean, the salinity drops.|11 - v13; 12; 13|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|11|This drop in silinity threatens the balance necessary to keep the corals healthy.|13|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|12|Storms.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|13|When these storms drop fresh water into the ocean, the salinity drops.|11 - 12 - 13|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|14|The drop in salinity threatens the balance necessary to keep the corals.|13|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|15|The most dangerous treats to coral bleaching.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|16|Coral bleaching refers to an event where corals lose their color.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03448_F|17|Corals turn white due to the ejection or death of the zooxanthllae.|7 - 50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03452_F|1|?The reason why coral bleaching rates vary at different times is b/c the fisherman who work with the Pacific waters along the coastal regions of South America know that for many centuries there has been changes in wind, ocean currents, and temperatures.|50; v1|NA
EBA1_PRE_CB_Stites_11_2_Essays_03452_F|2|So that means that some variations are more drastic than normal.|nd|NA
EBA1_PRE_CB_Stites_11_2_Essays_03452_F|3|It all really depends on the temperature the coral reefs are in, which actually there are various reasons why coral bleaching occurrs in the first place.|v3; 50|NA
EBA1_PRE_CB_Stites_11_2_Essays_03452_F|4|But anywho, different corals come in many colors so some might get better nutrients then others and what not and some might lose its color due to the environment or treatment it gets.|v50|NA
EBA1_PRE_CB_Stites_11_2_Essays_03452_F|5|That?s why coral bleaching rates vary at different times.|50|NA
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|1|Coral rates bleaching rates vary at different times.|50|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|2|Different types of algae give the corals their colors.|bck|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|3|Some corals however lose their color and get bleached into a white.|50|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|4|The coral bleaching occurs due to the increase of stress on corals from the environment.|6 - 50|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|5|In which bleaching can result to death.|bck|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|6|For example the huge coral bleaching that occurred in 1998 that caused the death of 16% of the world?s coral reefs./|bck|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|7|Changes in wind, ocean currents, and temperatures and linked to coral bleaching.|v1; 50|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|8| The shifting trade winds change the temperature of the water.|v1 - v3|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|9|The weaker the tradewinds the higher the water temperatures.|1 - 3|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|10|For reef-building corals water temperature need to be between 70-85°F.|bck|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|11|The changes in water temperature affect the process of photosynthesis.|v3 - v5|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|12|Carbon dioxide is needed for the corals to stay healthy so the higher the water temperature, the solubility of carbon dioxide decreases in which creates a disruption in the process of photosynthesis.|3 - 4 - 5|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03453_F|13|The disruption threatens the healthy corals.|bck|6 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|1|Coral bleaching occurs in many diffrent times.|50|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|2|They can be healthies when coral feeds off of sugars made by algae.|bck|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|3|Coral bleaching can happen when people drop anchors.|50|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|4|Also, coral bleaching can happen either ejection or death of the zooxanthellae.|7 - 50|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|5|If the coral goes for too long without zooxanthellae, bleaching can result in death.|bck|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|6|Stated in the article ?Coral and zooxanthallae.|nd|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|7|The coral provides a protected nutrient- rich environment for the alge.|bck|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|8|Based on own space corral bleaching basically when corals lose their coloring.|bck|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03456_F|9|Another reason why coral bleaching happens would be when corals have stress from the environment 3 forces the coral to eject their food-producing alage in which results in a bleaching event that makes coals vulnerable to disease and starvation.|6 - 7 - v50|6 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|1|?Coral bleaching is a phenomenon in which coral loses its color.?|50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|2|There are many events that can lead to coral bleaching.|50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|3|One of them, which is possibly the greatest factor, is the temperature of the water.|v3 - 50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|4|Water temperature in Pacific Ocean, where the worst case of coral bleaching ocurred, can change drastically.|v3; 50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|5|The change in water temperature is known as upwelling.|v3|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|6|Upwelling is when the wind drags warm surface water westward, and the cooler water in the eastern Pacific else to the surface.|bck|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|7|However, the winds that drag the water are often altered, making them weaker  or reverse direction completely to blow from west to east.|1|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|8|This causes the central and eastern Pacific regions to warm.|1 - 3|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|9|According to the article ?Trade Winds and Coral Bleaching,? in 1998, the tradewinds in the Pacific became weaker by nearly 10 meters per second, causing the temperature of the water to rise about 3 degrees faranheit.|1 - 3|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|10|In that same year, over 70 countries reported coral bleaching around the Pacific Ocean.|50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|11|However, water temperature does not cause coral bleaching directly. Zooxanthallae, or algae, are contributors to a coral?s color.|v3; 50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|12|Algea live in the coral tissues and need light for photosynthesis.|bck|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|13|This process provides the coral with carbon in the farm of glycerol or glucose.|bck|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|14|These chemicals provide corals with the energy they need to survive.|bck|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|15|When the water temperature rises, algae stops providing corals with glucose.|3|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|16|Therefore, the coral can?t support a lot of algae, so its forced to expell  algae.|3 - 7|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|17|This causes a coral to become weak and unhealthy, and is also loses it?s color.|7 - v50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|18|This makes corals vulnerable to disease and starvation.|bck|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03458_F|19|If it goes for too long without algae, bleaching can result in the death of the coral.|50|1 - 3 - 7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|1|Marine biologist have discovered different types of corals in the ocean.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|2|Some corals gain color, some loses color.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|3|Corals aren?t plants, their animals.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|4|Most corals are feed sugar by algae that live in coral?s polyps.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|5|Coral bleaching rates vary at different times maybe because of the weather.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|6|Coral bleaching is an example of how environmental stressors can negatively affect the relationship between the coral and zooxanthallae.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|7|Coals can also sustain physical damage from some destructive practices, such as blast fishing or tourists with anchors.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|8|Coral bleaching refers to an event whereby corals turn white due to the ejection or death of the zooanthallae algae.|7 - 50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|9|Corals are also sensitive to ocean salinity to see how salty the water is.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|10|Salinity can change in shallow coastal regions during storms that bring excessive rainfall, hurricanes or even tropical storms.|11 - v13|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|11|The different types of algae living within the coral polyps give the corals their varying colors.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|12|Some coral have been bleached a plain white.|50|7 - 50
